DATAFLOW,FREQ,REF_AREA,INDICATOR,COUNTERPART_AREA,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,UNIT_MEASURE
ADB:ARIC_DAF_PPL(1.0),A,LAO,OUTBOUND_MIGRATION_SHARE,JPN,2015,0.4491868019104004,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,LAO,REMITTANCE_INFLOW_SHARE,RUS,2015,0.0092053860425949,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,LAO,OUTBOUND_MIGRATION_SHARE,USA,2015,32.44147109985352,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MAL,REMITTANCE_INFLOW_SHARE,HKG,2015,0.8890017867088318,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MAL,OUTBOUND_MIGRATION_SHARE,IND,2015,0.6665359139442444,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MAL,REMITTANCE_INFLOW_SHARE,THA,2015,0.4406363666057587,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MEX,REMITTANCE_INFLOW_SHARE,PER,2015,0.0112816039472818,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MEX,REMITTANCE_INFLOW_SHARE,TUR,2015,0.0015223452355713,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MON,REMITTANCE_INFLOW_SHARE,KOR,2015,37.3978157043457,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,MON,REMITTANCE_INFLOW_SHARE,USA,2015,0.2943458259105682,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NAU,OUTBOUND_MIGRATION_SHARE,AUS,2015,31.32969093322754,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,REMITTANCE_INFLOW_SHARE,BAN,2015,0.8997493386268616,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,REMITTANCE_INFLOW_SHARE,BRU,2015,0.0182581599801779,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,OUTBOUND_MIGRATION_SHARE,KOR,2015,1.303150534629822,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,REMITTANCE_INFLOW_SHARE,MEX,2015,0.000373323156964,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,OUTBOUND_MIGRATION_SHARE,USA,2015,5.757585048675537,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NEP,REMITTANCE_INFLOW_SHARE,VIE,2015,0.0485845841467381,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NZL,REMITTANCE_INFLOW_SHARE,CHL,2015,0.0228622853755951,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NZL,REMITTANCE_INFLOW_SHARE,SIN,2015,0.5017911195755005,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NZL,OUTBOUND_MIGRATION_SHARE,SRI,2015,0.0164337083697319,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,NZL,OUTBOUND_MIGRATION_SHARE,VAN,2015,0.0470803529024124,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,REMITTANCE_INFLOW_SHARE,AUS,2015,0.621145486831665,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,OUTBOUND_MIGRATION_SHARE,BRU,2015,0.0132615817710757,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,OUTBOUND_MIGRATION_SHARE,CHL,2015,0.0088679762557149,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,OUTBOUND_MIGRATION_SHARE,MEX,2015,0.0037474872078747,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,REMITTANCE_INFLOW_SHARE,NEP,2015,0.1659480929374695,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,REMITTANCE_INFLOW_SHARE,TAJ,2015,0.0018768081208691,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PAK,REMITTANCE_INFLOW_SHARE,THA,2015,0.0785084888339043,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PER,REMITTANCE_INFLOW_SHARE,CAN,2015,1.897063016891479,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PER,REMITTANCE_INFLOW_SHARE,PRC,2015,1.310851812362671,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PHI,OUTBOUND_MIGRATION_SHARE,TAP,2015,1.986868143081665,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PNG,REMITTANCE_INFLOW_SHARE,CHL,2015,0.0098182559013367,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PNG,OUTBOUND_MIGRATION_SHARE,VAN,2015,0.1951134204864502,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,REMITTANCE_INFLOW_SHARE,AZE,2015,0.0038456397596747,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,OUTBOUND_MIGRATION_SHARE,BHU,2015,0.0087468940764666,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,REMITTANCE_INFLOW_SHARE,IND,2015,0.0629154965281487,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,OUTBOUND_MIGRATION_SHARE,INO,2015,0.1451636850833893,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,OUTBOUND_MIGRATION_SHARE,MON,2015,0.1022884622216225,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,PRC,REMITTANCE_INFLOW_SHARE,RUS,2015,0.5058565735816956,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,RMI,REMITTANCE_INFLOW_SHARE,PLW,2015,0.3286836743354797,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,RUS,REMITTANCE_INFLOW_SHARE,AUS,2015,0.2379713654518127,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,RUS,OUTBOUND_MIGRATION_SHARE,CHL,2015,0.0117604546248913,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,RUS,REMITTANCE_INFLOW_SHARE,TAJ,2015,2.175098896026611,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,RUS,OUTBOUND_MIGRATION_SHARE,TKM,2015,0.8811898827552795,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,SIN,OUTBOUND_MIGRATION_SHARE,CAN,2015,5.188187599182129,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,SIN,OUTBOUND_MIGRATION_SHARE,MLD,2015,0.0302736032754183,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,SIN,OUTBOUND_MIGRATION_SHARE,PRC,2015,3.998474597930908,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,SRI,OUTBOUND_MIGRATION_SHARE,AUS,2015,9.608125686645508,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,SRI,OUTBOUND_MIGRATION_SHARE,NEP,2015,0.0036904958542436,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TAJ,REMITTANCE_INFLOW_SHARE,TKM,2015,0.359954297542572,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TAP,OUTBOUND_MIGRATION_SHARE,AUS,2015,6.507942676544189,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,THA,OUTBOUND_MIGRATION_SHARE,BHU,2015,0.006723259575665,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,THA,REMITTANCE_INFLOW_SHARE,CHL,2015,0.0040885461494327,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,THA,REMITTANCE_INFLOW_SHARE,MEX,2015,0.0118436357006431,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,THA,REMITTANCE_INFLOW_SHARE,SIN,2015,1.94959568977356,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TKM,OUTBOUND_MIGRATION_SHARE,RUS,2015,45.17854690551758,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TON,REMITTANCE_INFLOW_SHARE,NZL,2015,37.83389663696289,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUR,REMITTANCE_INFLOW_SHARE,AUS,2015,1.375412702560425,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUR,OUTBOUND_MIGRATION_SHARE,JPN,2015,0.1622320264577866,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUR,REMITTANCE_INFLOW_SHARE,TAJ,2015,0.0190295651555061,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUR,REMITTANCE_INFLOW_SHARE,THA,2015,2.91417527478E-05,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUV,REMITTANCE_INFLOW_SHARE,KIR,2015,23.20792388916016,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,TUV,OUTBOUND_MIGRATION_SHARE,NAU,2015,3.016453266143799,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,OUTBOUND_MIGRATION_SHARE,BAN,2015,1.54990816116333,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,OUTBOUND_MIGRATION_SHARE,BRU,2015,0.0051542329601943,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,REMITTANCE_INFLOW_SHARE,HKG,2015,0.4143593013286591,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,OUTBOUND_MIGRATION_SHARE,IND,2015,0.6228536367416382,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,REMITTANCE_INFLOW_SHARE,PLW,2015,0.0112092746421695,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,OUTBOUND_MIGRATION_SHARE,RUS,2015,0.1604549735784531,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,REMITTANCE_INFLOW_SHARE,THA,2015,1.27116334438324,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,USA,REMITTANCE_INFLOW_SHARE,UZB,2015,0.0036943245213479,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VAN,OUTBOUND_MIGRATION_SHARE,FIJ,2015,3.150684833526611,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VAN,OUTBOUND_MIGRATION_SHARE,SAM,2015,0.2397260218858719,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VAN,REMITTANCE_INFLOW_SHARE,SOL,2015,2.581874132156372,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VAN,REMITTANCE_INFLOW_SHARE,USA,2015,2.05609393119812,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VIE,REMITTANCE_INFLOW_SHARE,LAO,2015,0.2864084541797638,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VIE,OUTBOUND_MIGRATION_SHARE,MAL,2015,0.0002573722449597,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,VIE,OUTBOUND_MIGRATION_SHARE,RUS,2015,0.3402093350887299,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,ARM,REMITTANCE_INFLOW_SHARE,CHL,2015,0.0016106499824673,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,ARM,REMITTANCE_INFLOW_SHARE,TAJ,2015,0.0178853161633015,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,CAN,2015,7.445212841033936,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,FIJ,2015,0.4678516387939453,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,REMITTANCE_INFLOW_SHARE,KOR,2015,1.098210692405701,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,MLD,2015,0.0193388592451811,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,NZL,2015,17.10348510742188,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,REMITTANCE_INFLOW_SHARE,PNG,2015,0.8708539009094238,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,PRC,2015,3.234548091888428,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,OUTBOUND_MIGRATION_SHARE,SAM,2015,0.0711570829153061,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,REMITTANCE_INFLOW_SHARE,SOL,2015,0.0875547975301743,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,REMITTANCE_INFLOW_SHARE,SRI,2015,0.0816361755132675,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AUS,REMITTANCE_INFLOW_SHARE,USA,2015,14.91526699066162,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AZE,REMITTANCE_INFLOW_SHARE,KAZ,2015,3.896631002426147,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AZE,OUTBOUND_MIGRATION_SHARE,RUS,2015,65.73828887939453,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AZE,OUTBOUND_MIGRATION_SHARE,TKM,2015,0.8892265558242798,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,AZE,REMITTANCE_INFLOW_SHARE,UZB,2015,2.499123811721802,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BAN,OUTBOUND_MIGRATION_SHARE,AUS,2015,0.5463558435440063,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BAN,OUTBOUND_MIGRATION_SHARE,BRU,2015,0.0156522057950497,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BAN,OUTBOUND_MIGRATION_SHARE,IND,2015,33.03800201416016,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BAN,OUTBOUND_MIGRATION_SHARE,NEP,2015,0.0029554001521319,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BAN,REMITTANCE_INFLOW_SHARE,THA,2015,0.0842077359557152,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BHU,OUTBOUND_MIGRATION_SHARE,AUS,2015,12.20323371887207,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,BHU,OUTBOUND_MIGRATION_SHARE,NEP,2015,60.11671829223633,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,CAM,REMITTANCE_INFLOW_SHARE,TUR,2015,0.0009314109920524,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,CAN,OUTBOUND_MIGRATION_SHARE,BHU,2015,0.0028288392350078,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,CAN,REMITTANCE_INFLOW_SHARE,MAL,2015,0.0189280975610018,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,CAN,REMITTANCE_INFLOW_SHARE,MEX,2015,0.6724998354911804,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,CHL,OUTBOUND_MIGRATION_SHARE,MEX,2015,1.40561056137085,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,COO,OUTBOUND_MIGRATION_SHARE,AUS,2015,39.15264129638672,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,FIJ,REMITTANCE_INFLOW_SHARE,TON,2015,0.2611528337001801,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,FIJ,OUTBOUND_MIGRATION_SHARE,VAN,2015,0.1455456763505936,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,IND,REMITTANCE_INFLOW_SHARE,FIJ,2015,0.0130871590226889,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,INO,REMITTANCE_INFLOW_SHARE,BAN,2015,3.025791645050049,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,INO,REMITTANCE_INFLOW_SHARE,BRU,2015,0.0084548499435186,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,INO,REMITTANCE_INFLOW_SHARE,CHL,2015,0.0023333176504821,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,JPN,OUTBOUND_MIGRATION_SHARE,CAM,2015,0.0132452296093106,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,JPN,OUTBOUND_MIGRATION_SHARE,NZL,2015,1.23339581489563,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,JPN,OUTBOUND_MIGRATION_SHARE,PHI,2015,0.8447277545928955,3,0,PCT
ADB:ARIC_DAF_PPL(1.0),A,KAZ,REMITTANCE_INFLOW_SHARE,GEO,2015,0.3092655539512634,3,0,PCT
