Code id,Name,Description,Parent
GEFTE_SP_XDC_PS,Expenditure-Social protection,"Government expenditure on social protection includes expenditure on services and transfers provided to individual persons and households and expenditure on services provided on a collective basis. Expenditure on social protection is allocated to sickness and disability, old age, survivors, family and children, unemployment, housing, social exclusion not elsewhere classified, and R&amp;amp;D social protection.
 
For economies following the IMF’s Government Finance Statistics 1986 framework, the indicator refers to government expenditure on social security and welfare affairs and services.",GEFTE_XDC_PS
GEFTE_O_XDC_PS,"Expenditure by Function, Total expenditure, Others",,GEFTE_XDC_PS
GEFTE_RF_XDC_PS,"Expenditure by Function, Total expenditure, Reserve fund",,GEFTE_XDC_PS
GEFTE_E_XGDP_PS,Education (% of GDP),,
GEFTE_H_XGDP_PS,Health (% of GDP),,
GEFTE_SP_XGDP_PS,Social protection (% of GDP),,
GPOLG_XDC_PS,"Government Finance, Provincial and Other Local Governments",,
GPOLG_R_XDC_PS,"Provincial and Other Local Governments, Revenue",,GPOLG_XDC_PS
GPOLG_RT_XDC_PS,"Provincial and Other Local Governments, Revenue, Tax",,GPOLG_R_XDC_PS
GPOLG_RN_XDC_PS,"Provincial and Other Local Governments, Revenue, Nontax",,GPOLG_R_XDC_PS
GPOLG_RSG_XDC_PS,"Provincial and Other Local Governments, Revenue, Subsidies and/or grants",,GPOLG_R_XDC_PS
GPOLG_E_XDC_PS,"Provincial and Other Local Governments, Expenditure",,GPOLG_XDC_PS
GXCNL_G14_GG_XGDP_RT_PS,Government Net Lending/Net Borrowing,"Net lending (+) / net borrowing (–) is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad. It may be viewed as an indicator of the financial impact of government activity on the rest of the economy and the rest of the world. 

Net lending (+) / net borrowing (−) is a balancing item calculated as the net operating balance (revenue minus expense) minus the net investment in nonfinancial assets. Net lending/net borrowing is also equal to the net acquisition of all financial assets minus the net incurrence of all liabilities from transactions. 

For economies following the IMF’s Government Finance Statistics 1986 framework, the indicator refers to the overall budgetary surplus / deficit measured as the difference between total revenue (including grants) and total expenditure (including net lending). ",
GRT_G14_GG_XGDP_RT_PS,Government Taxes,"Taxes are compulsory, unrequited amounts receivable by government units from institutional units. Certain compulsory receivables, such as fines, penalties, and most social security contributions are not considered taxes.  

For economies following the IMF’s Government Finance Statistics 1986 framework, tax revenue are compulsory transfers to the central government for public purposes, which includes social security contributions. ",
GR_G14_GG_XGDP_RT_PS,Government Revenue,"Government revenue is an increase in net worth resulting from a transaction. Revenue transactions have counterpart entries either in an increase in assets or in a decrease in liabilities - thereby increasing net worth. General government units have four types of revenue: (i) compulsory levies in the form of taxes and certain types of social contributions; (ii) property income derived from the ownership of assets; (iii) sales of goods and services; and (iv) other transfers receivable from other units. 

For economies following the IMF’s Government Finance Statistics 1986 framework, the total revenue (including grants) consists of current and capital revenues. Current revenue is the revenue accruing from taxes as well as all current nontax revenues, except transfers received from foreign governments and international institutions. Capital revenue constitutes the proceeds from the sale of nonfinancial capital assets. ",
GX_G14_GG_XGDP_RT_PS,Government Expenditure,"Government expenditure is the sum of expense and the net investment in nonfinancial assets. 

Expense is a decrease in net worth resulting from a transaction. The major types of expense are compensation of employees, use of goods and services subsidies, grants, social benefits, and other expense. The acquisition of a nonfinancial asset by purchase or barter is not an expense because it has no effect on net worth. Similarly, amounts payable on loans extended and repayments on loans incurred are not classified as expense. 

Nonfinancial assets are economic assets other than financial assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. These assets are classified as fixed assets, inventories, valuables, and nonproduced assets.

For economies following the IMF’s Government Finance Statistics 1986 framework, total expenditure (including net lending) consists of current and capital expenditures. Current expenditure comprises purchases of goods and services by the central government, transfers to noncentral government units and to households, subsidies to producers, and interest on public debt. Capital expenditure covers outlays for the acquisition or construction of capital assets and for the purchase of intangible assets, as well as capital transfers to domestic and foreign recipients. Loans and advances for capital purposes are also included.",
GEFTE_H_XGDP_RT_PS,Government Expenditure on Health,"Government expenditure on health includes expenditure on services provided to individual persons and services provided on a collective basis. Expenditure on health is allocated to medical products, appliances, and equipment; outpatient services; hospital services; public health services; R&amp;amp;D health; and health not elsewhere classified. 

For economies following the IMF’s Government Finance Statistics 1986 framework, the indicator refers to government expenditure on health affairs and services.",
GEFTE_E_XGDP_RT_PS,Government Expenditure on Education,"Government expenditure on education includes expenditure on services provided to individual pupils and students and expenditure on services provided on a collective basis. Expenditure on education is allocated to pre-primary and primary education, secondary education, post-secondary nontertiary education, tertiary education, subsidiary services to education, education not definable by level, and research and development (R&amp;amp;D) education. 

For economies following the IMF’s Government Finance Statistics 1986 framework, the indicator refers to government expenditure on education affairs and services.",
GEFTE_SP_XGDP_RT_PS,Government Expenditure on Social Protection,"Government expenditure on social protection includes expenditure on services and transfers provided to individual persons and households and expenditure on services provided on a collective basis. Expenditure on social protection is  allocated to sickness and disability, old age, survivors, family and children, unemployment, housing, social exclusion not elsewhere classified, and R&amp;amp;D social protection.

For economies following the IMF’s Government Finance Statistics 1986 framework, the indicator refers to government expenditure on social security and welfare affairs and services.",
IC_CP_IX_RT_PS,Corruption Perceptions Index,"This index scores and ranks economies and territories based on how corrupt their public sector is perceived to be by experts and business executives. It is a composite index, a combination of surveys and assessments of corruption, collected by a variety of reputable institutions. The Corruption Perceptions Index draws on 13 data sources from 12 independent institutions specialising in governance and business climate analysis. From 2000 to 2011, scores ranged from 10 (highly clean) to 0 (highly corrupt). From 2012 onward, calculation of the score has used an updated methodology and is now presented on a scale from 100 (very clean) to 0 (highly corrupt). Due to this difference in methodology, scores from years prior to and including 2011 should not be compared with scores from 2012 onward. An economy's rank indicates its position relative to the other economies or territories included in the index. It is important to keep in mind that an economy’s rank can change simply because new economies enter the index or others drop out. ",
IC_CP_IXR_LY_RT_PS,Corruption Perceptions Index (Rank),"Corruption Perceptions Index ranks economies and territories based on how corrupt or otherwise their public sector is perceived to be. It is a composite index-a combination of polls-drawing on corruption-related data collected by a variety of reputable institutions. The index reflects the views of observers from around the world, including experts living and working in the economies and territories evaluated. From 2000 to 2011, scores ranged from 10 (highly clean) to 0 (highly corrupt). From 2012 onward, calculation of the score has used an updated methodology and is now presented on a 100 (very clean) to 0 (highly corrupt) scale. Due to this difference in methodology, scores from years prior to and including 2011 should not be compared with scores from 2012 onward. An economy's rank indicates its position relative to the other economies or territories included in the index. It is important to keep in mind that an economy’s rank can change simply because new economies enter the index or others drop out.",
OP_EFF_BE_OVL,"Pillar III - Operational Efficiency of Business Entry, Overall (Score)","The time and cost required to register new domestic and foreign firms in a given economy. The data are collected in number of days for time indicators and in local currency units for cost indicators. Cost is then recorded as a percentage of the economy’s gross national income per capita. The scores for Pillar III indicators are calculated using the Normal Cumulative Density Function transformation method on a scale of 0 to 100, where 0 and 100 represent the lowest and highest possible scores, respectively. The higher the score, the better performance.
",
OP_EFF_BE_DOM_FIRM_OVL,"Domestic Firms, Overall (Score)",This indicator analyzes the time and cost it takes in practice to incorporate a domestic firm.,
OP_EFF_BE_DOM_FIRM_TOT_TIME,"Domestic Firms, Total Time to Register a New Domestic Firm (Score)",This indicator assesses the time it takes to incorporate a domestic company.,
OP_EFF_BE_DOM_FIRM_TOT_COST,"Domestic Firms, Total Cost to Register a New Domestic Firm (Score)",This indicator assesses the cost of incorporating a domestic company.,
OP_EFF_BE_FOR_FIRM_OVL,"Foreign Firms, Overall (Score)",This indicator analyzes the time and cost it takes in practice to incorporate a foreign firm.,
OP_EFF_BE_FOR_FIRM_TOT_TIME,"Foreign Firms, Total Time to Register a New Foreign Firm (Score)",This indicator  assesses the time it takes to incorporate a foreign company.,
OP_EFF_BE_FOR_FIRM_TOT_COST,"Foreign Firms, Total Cost to Register a New Foreign Firm (Score)",This indicator assesses the cost of incorporating a foreign company.,
TXG_FOB_XDC,"External trade-Exports, fob",,
TMG_CIF_XDC,"External trade-Imports, cif",,
TGB_XDC,"External Trade, Trade balance",,
TXG_FOB_PTX_PS,External trade-Exports (% annual change),,
TMG_CIF_PTX_PS,External trade-Imports (% annual change),,
TGB_XGDP_RT_PS,External Trade-Trade in Goods,"Trade in goods as a percentage of GDP.

Trade in goods refer to the sum of merchandise exports and merchandise imports.
Merchandise exports and imports cover all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner. For merchandise exports, it represents the value of the goods and related distributive services at the customs frontier of the exporting economy, i.e., the free on board (FOB) value. Merchandise imports, on the other hand, are reported in cost, insurance, and freight (CIF) values.",
BCA_BP6_USD,"Balance of Payments, Current account","Sum of net exports of goods, services, net income, and net current transfers.",
BG_BP6_USD,"Balance of Payments, Current account, Balance on goods",Difference between exports and imports of goods. ,BCA_BP6_USD
BXG_BP6_USD,Balance on goods-Exports,,BG_BP6_USD
BMG_BP6_USD,Balance on goods-Imports,,BG_BP6_USD
BS_BP6_USD,"Balance of Payments, Current account, Balance on services",Difference between exports and imports of services. ,BCA_BP6_USD
BXS_BP6_USD,Balance on services-Credit,,BS_BP6_USD
BMS_BP6_USD,Balance on services-Debit,,BS_BP6_USD
BIP_BP6_USD,"Balance of Payments, Current account, Balance on primary income","Balance on primary income shows net primary income receivable by the compiling economy, which is defined as the total value of primary income receivable by the compiling economy less the total value of primary income payable.",BCA_BP6_USD
BXIP_BP6_USD,Balance on primary income-Credit,,BIP_BP6_USD
BMIP_BP6_USD,Balance on primary income-Debit,,BIP_BP6_USD
BIS_BP6_USD,"Balance of Payments, Current account, Balance on secondary income","Balance on the secondary income account presents total credits less total debits, and is called balance on secondary income. In addition, the balance of the sum of all current account transactions can also be shown at the end of this account because it is the last account in the sequence of current accounts.",BCA_BP6_USD
BXIS_BP6_USD,Balance on secondary income-Credit,,BIS_BP6_USD
BMIS_BP6_USD,Balance on secondary income-Debit,,BIS_BP6_USD
BK_BP6_USD,"Balance of Payments, Capital account",The capital account shows credit and debit entries for nonproduced nonfinancial assets and capital transfers between residents and nonresidents.,
BK_CD_BP6_USD,Capital account-Credit,,BK_BP6_USD
BK_DB_BP6_USD,Capital account-Debit,,BK_BP6_USD
BF_BP6_USD,"Balance of Payments, Financial account",The financial account shows net acquisition and disposal of financial assets and liabilities.,
BFD_BP6_USD,"Balance of Payments, Financial account, Direct investment",,BF_BP6_USD
BFP_BP6_USD,"Balance of Payments, Financial account, Portfolio investment",,BF_BP6_USD
BFF_BP6_USD,"Balance of Payments, Financial account, Financial derivatives",,BF_BP6_USD
BFO_BP6_USD,"Balance of Payments, Financial account, Other investment",,BF_BP6_USD
BOP_BP6_USD,"Balance of Payments, Net errors and omissions","Refers to imbalances in the balance of payments accounts resulting from imperfections in source data and compilation, and should be identified separately in published data.",
BO_BP6_FY_USD,"Balance of Payments, Overall balance","The overall balance is equal, with the exclusion of transactions in reserve assets and exceptional financing, to the sum of current and capital and financial account transactions.",
BTRUE_BP6_FY_USD,"Balance of Payments, Reserves and related items","Reserve assets consist of those external assets that are readily available to and controlled by monetary authorities for direct financing of payments imbalances, for indirectly regulating the magnitude of such imbalances through intervention in exchange markets to affect the currency exchange rate, and/or for other purposes. ",
RAFA_USD,"Reserves and related items, Reserve assets",,BTRUE_BP6_FY_USD
RAFA_UIMF_CL_XDC_PS,"Reserves and related items, Use of IMF credit and loans",,BTRUE_BP6_FY_USD
I_BP6_USD,"Balance of Payments, International investment position","The international investment position (IIP) is a statistical statement that shows at a point in time the value and composition of (a) financial assets of residents of an economy that are claims on nonresidents and gold bullion held as reserve assets, and (b) liabilities of residents of an economy to nonresidents.",
BX_TRF_PWKR_CD_DT,"Total Remittances, Inflows-Dollar Amounts","Sum of personal remittances and social benefits. Personal remittances include personal transfers (part of current transfers); compensation of employees less taxes, social contributions, transport, and travel; and capital transfers between households. Social benefits include benefits payable under social security funds and pension funds: they may be in cash or in kind.

Includes income from individuals working abroad for short periods, income from individuals residing abroad, and social benefits from abroad.",
BX_KLT_DINV_CD_WD,"Foreign Direct Investment, Net Inflows-Dollar Amounts","Refers to net inflows of investment to acquire a lasting management interest (10% or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments.",
BXG_BP6_XGDP_PS,BOP-Exports (% of GDP),,
BMG_BP6_XGDP_PS,BOP-Imports (% of GDP),,
BG_BP6_XGDP_PS,BOP-Balance on goods (% of GDP),Trade in goods balance as a percentage of GDP.↵↵Trade in goods balance refers to the difference between exports and imports of goods.,
BCA_BP6_XGDP_PS,BOP-Current account balance (% of GDP),"Current account balance as a percentage of GDP.↵↵Current account balance refers to the sum of net exports of goods, services, net income, and net current transfers.",
BO_BP6_FY_XGDP_PS,BOP-Overall balance (% of GDP),"Overall balance as a percentage of GDP.

The overall balance is equal, with the exclusion of transactions in reserve assets and exceptional financing, to the sum of current and capital and financial account transactions.",
BOP_BAL_ON_SVC,BOP-Balance on services (% of GDP),Trade in services balance as a percentage of GDP.↵↵Trade in services balance refers to the difference between exports and imports of services.,
BX_TRF_PWKR_DT_GD_ZS,"Total Remittances, Inflows-Proportion of Economic Activity","Total remittances as a percentage of GDP.

Total remittances refers to the sum of personal remittances and social benefits. Personal remittances include personal transfers (part of current transfers); compensation of employees less taxes, social contributions, transport, and travel; and capital transfers between households. Social benefits include benefits payable under social security funds and pension funds: they may be in cash or in kind.

Includes income from individuals working abroad for short periods, income from individuals residing abroad, and social benefits from abroad.",
BX_KLT_DINV_WD_GD_ZS,"Foreign Direct Investment, Net Inflows-Proportion of Economic Activity","Foreign direct investment, net inflows as a percentage of GDP.↵↵Foreign direct investment refers to net inflows of investment to acquire a lasting management interest (10% or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments.",
RAFA_USD_TOT,"International Reserves, Total","International reserves refer to external assets that are readily available to, and controlled by, monetary authorities for meeting balance-of-payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy and serving as a basis for foreign borrowing).

Consist of monetary gold, special drawing rights holdings, reserve position in the IMF, currency and deposits, securities (including debt and equity securities), financial derivatives, and other claims (loans and other financial instruments).",
RAFAGOLDNV_USD,"International Reserves, Total, Gold, national valuation","International reserves refer to external assets that are readily available to, and controlled by, monetary authorities for meeting balance-of-payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy, and serving as a basis for foreign borrowing).

Consist of monetary gold, special drawing rights holdings, reserve position in the IMF, currency and deposits, securities (including debt and equity securities), financial derivatives, and other claims (loans and other financial instruments).",
RAXGFX_USD,"International Reserves, Total, Foreign exchange","International reserves refer to external assets that are readily available to, and controlled by, monetary authorities for meeting balance-of-payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy, and serving as a basis for foreign borrowing).

Consist of monetary gold, special drawing rights holdings, reserve position in the IMF, currency and deposits, securities (including debt and equity securities), financial derivatives, and other claims (loans and other financial instruments).",
RAFAIMF_USD,"International Reserves, Total, Reserve position in the IMF","International reserves refer to external assets that are readily available to, and controlled by, monetary authorities for meeting balance-of-payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy, and serving as a basis for foreign borrowing).

Consist of monetary gold, special drawing rights holdings, reserve position in the IMF, currency and deposits, securities (including debt and equity securities), financial derivatives, and other claims (loans and other financial instruments).",
RAFASDR_USD,"International Reserves, Total, SDRs","International reserves refer to external assets that are readily available to, and controlled by, monetary authorities for meeting balance-of-payments financing needs, for intervention in exchange markets to affect the currency exchange rate, and for other related purposes (such as maintaining confidence in the currency and the economy, and serving as a basis for foreign borrowing).

Consist of monetary gold, special drawing rights holdings, reserve position in the IMF, currency and deposits, securities (including debt and equity securities), financial derivatives, and other claims (loans and other financial instruments).",
RAFA_RI_MO_RT_PS,Ratio of International Reserves to Imports,"International reserves outstanding at the end of the year as a proportion of imports of goods from the balance of payments during the year, where imports of goods are expressed in terms of a monthly average. It is a useful measure for reserve needs of economies with limited access to capital markets.",
DT_DOD_DECT_CD,"External Indebtedness, Total debt outstanding and disbursed","Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in currency, goods, or services. Short-term debt includes all debt having an original maturity of 1 year or less and interest in arrears on long-term debt. Use of IMF credit denotes members’ drawings on the IMF other than amounts drawn against the economy’s reserve tranche position. Use of IMF credit includes purchases and drawings under Stand-By, Extended, Structural Adjustment, Enhanced Structural Adjustment, and Systemic Transformation Facility Arrangements as well as Trust Fund loans. SDR allocations are also included in this category.",
DT_DOD_DLXF_CD,"External Indebtedness, Total debt outstanding and disbursed, Long-term debt","Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. 

Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in currency, goods, or services.",DT_DOD_DECT_CD
DT_DOD_DPPG_CD,"External Indebtedness, Total debt outstanding and disbursed, Long-term debt, Public and publicly guaranteed","Comprises long-term external obligations of public debtors, including the national government, political subdivisions (or an agency of either), and autonomous public bodies, and external obligations of private debtors that are guaranteed for repayment by a public entity.",DT_DOD_DLXF_CD
DT_DOD_DPNG_CD,"External Indebtedness, Total debt outstanding and disbursed, Long-term debt, Private nonguaranteed","Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. 

Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity.",DT_DOD_DLXF_CD
DT_DOD_DSTC_CD,"External Indebtedness, Total debt outstanding and disbursed, Short-term debt","Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt.

Short-term debt includes all debt having an original maturity of 1 year or less and interest in arrears on long-term debt.",DT_DOD_DECT_CD
DT_DOD_DIMF_CD,"External Indebtedness, Total debt outstanding and disbursed, Use of IMF credit","Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt.

Use of IMF credit denotes members’ drawings on the IMF other than amounts drawn against the economy's reserve tranche position. Use of IMF credit includes purchases and drawings under Stand-By, Extended, Structural Adjustment, Enhanced Structural Adjustment, and Systemic Transformation Facility Arrangements as well as Trust Fund loans. SDR allocations are also included in this category.",DT_DOD_DECT_CD
DT_INT_DECT_CD,"External Indebtedness, Total debt service payments","The sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",
DT_DOD_DECT_GDP_ZS_PS,"External Indebtedness, External debt (% of GDP)",,
DT_DOD_DECT_GN_ZS,"External Indebtedness, External debt (% of GNI)","Total external debt as a percentage of GNI.

GNI is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output, plus net receipts of primary income (compensation of employees and property income) from abroad.",
DT_DOD_DLXF_XTD_PS,"External Indebtedness, Total long-term debt (% of total debt)","Total long-term debt as a percentage of total debt.

Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in currency, goods, or services.",
DT_DOD_DSTC_ZS,"External Indebtedness, Short-term debt (% of total debt)","Short-term debt as a percentage of total debt.

Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of 1 year or less and interest in arrears on long-term debt.",
DT_TDS_DECT_EX_ZS,"Total debt service paid as a percentage of exports of goods, services, and primary income.","Total debt service paid as a percentage of exports of goods, services, and primary income.",
DT_AMT_DLXF_CD,"External Indebtedness, Debt service transactions during the year, Principal repayments on long-term debt",,
DT_INT_DLXF_CD,"External Indebtedness, Debt service transactions during the year, Interest on long-term debt",,
DT_INT_DSTC_CD,"External Indebtedness, Debt service transactions during the year, Interest on short-term debt",,
DT_INR_DPPG,"External Indebtedness, Average terms of new commitments, Interest rate (% per annum)",,
DT_MAT_DPPG,"External Indebtedness, Average terms of new commitments, Maturity (years)",,
DT_GPA_DPPG,"External Indebtedness, Average terms of new commitments, Grace period (years)",,
DT_GRE_DPPG,"External Indebtedness, Average terms of new commitments, Grant element (%)",,
DT_DOD_DECT_CD_RT_PS,Total External Debt of Developing Economies,"Total external debt refers to debt owed to nonresidents repayable in currency, goods, or services. It is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents and repayable in currency, goods, or services. Short-term debt includes all debt having an original maturity of 1 year or less and interest in arrears on long-term debt. Use of IMF credit denotes members’ drawings on the IMF other than amounts drawn against the economy’s reserve tranche position. Use of IMF credit includes purchases and drawings under Stand-By, Extended, Structural Adjustment, Enhanced Structural Adjustment, and Systemic Transformation Facility Arrangements as well as Trust Fund loans. SDR allocations are also included in this category.",
DT_DOD_DPPG_CD_RT_PS,"External Debt, Public and Publicly Guaranteed","Comprises long-term external obligations of public debtors, including the national government, political subdivisions (or an agency of either), and autonomous public bodies, and external obligations of private debtors that are guaranteed for repayment by a public entity.",
DT_DOD_DECT_GN_ZS_RT_PS,Total External Debt of Developing ADB Member Economies,"Total external debt as a percentage of GNI.↵↵GNI is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output, plus net receipts of primary income (compensation of employees and property income) from abroad.",
DT_TDS_DPPG_GN_ZS,"External Debt, Public and Publicly Guaranteed","Public and publicly guaranteed debt comprises long-term external obligations of public debtors, including the national government, political subdivisions (or an agency of either), and autonomous public bodies, and external obligations of private debtors that are guaranteed for repayment by a public entity.",
DT_DADB_XEGS_PI_RT_PS,Total External Debt of Developing ADB Member Economies,"Total external debt as a percentage of exports of goods, services, and primary income.

Exports of goods, services, and primary income constitute the total value of exports of goods and services, receipts of compensation of nonresident workers, and investment income from abroad.",
DT_TDS_DECT_CD,Total Debt Service Paid by Developing ADB Member Economies,"The sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",
DT_ODA_ODAT_KD_RT_PS,Net Official Development Assistance from All Sources to Developing Economies,"Concessional flows to developing economies and multilateral institutions provided by official agencies, including state and local governments, or by their executing agencies, administered with the objective of promoting the economic development and welfare of developing economies, and containing a grant element of at least 25%. Net flow takes into account principal repayments for loans, offsetting entries for forgiven debt, and recoveries made on grants.",
DT_OOF_ODAT_DE_RT_PS,Net Other Official Flows from All Sources to Developing Economies,"Official sector transactions with economies on the Development Assistance Committee List of Official Development Assistance Recipients, which do not meet the conditions for eligibility as official development assistance, either because they are not primarily aimed at development, or because they have a grant element of less than 25%. The Development Assistance Committee list of recipients of official development assistance is available at http://www.oecd.org/dac/financing-sustainable-development/development-finance-standards/daclist.htm. Net flow takes into account principal repayments for loans, offsetting entries for forgiven debt, and recoveries made on grants.",
DT_PF_ODAT_DE_RT_PS,Net Private Flows from All Sources to Developing Economies,"Sum of direct investment and portfolio investment.

Direct investment is a category of international investment made by a resident entity in one economy (direct investor) with the objective of establishing a lasting interest in an enterprise that is resident in an economy other than that of the investor (direct investment enterprise). “Lasting interest” implies the existence of a long-term relationship between the direct investor and the enterprise and a significant degree of influence by the direct investor on the management of the direct investment enterprise. Direct investment involves both the initial transaction between the two entities and all subsequent capital transactions between them and among affiliated enterprises, both incorporated and unincorporated.

Portfolio investment is the category of international investment that covers investment in equity and debt securities, excluding any such instruments that are classified as direct investment or reserve assets.",
DT_ANRF_ODAT_DE_RT_PS,Aggregate Net Resource Flows from All Sources to Developing Economies,"Sum of net official development assistance, net other official flows, and net private flows.",
ST_INT_ARVL,International Tourist Arrivals,"The number of tourists (overnight visitors) who travel to an economy other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months, and whose main purpose of visit is other than the activity remunerated from within the economy visited. In some cases, data may also include same-day visitors when data on overnight visitors are not available separately. Data refer to the number of arrivals and not to the number of people.",
ST_INT_RCPT_CD,International Tourism Receipts,"The receipts earned by a destination economy from inbound tourism and covering all tourism receipts resulting from expenditures made by visitors from abroad. These include lodging, food and drinks, fuel, transport in the economy, entertainment, shopping, etc. This concept includes receipts generated by overnight visits as well as by same-day trips. It does, however, exclude the receipts related to international transport by contracted residents of the other economies (for instance ticket receipts from foreigners travelling with a national company).",
IT_MLT_MAIN,Fixed Telephone Subscribers,"Fixed-telephone subscriptions refer to the sum of active number of analogue fixed telephone lines, voice-over-IP subscriptions, fixed wireless local loop subscriptions, ISDN voice-channel equivalents, and fixed public payphones.",
IT_CEL_SETS,Mobile Phone Subscribers,"The proportion of individuals who used a mobile telephone in the 3 months prior to data collection.

A mobile (cellular) telephone refers to a portable telephone subscribing to a public mobile telephone service using cellular technology, which provides access to the PSTN. This includes analogue and digital cellular systems and technologies such as IMT-2000 (3G) and IMT- Advanced. Users of both postpaid subscriptions and prepaid accounts are included.",
IT_NET_BBND,Fixed Broadband Subscribers,"Fixed-broadband subscriptions refer to fixed subscriptions to high-speed access to the public internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kilobits per second. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)- broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.",
IT_MLT_MAIN_P2,Fixed Telephones-Subscriptions per 100 People,,
IT_CEL_SETS_P2,Mobile Phones-Subscriptions per 100 People,,
IT_NET_BBND_P2,Fixed Broadband-Subscriptions per 100 People,,
IT_NET_USER_P2,Internet Users (per 100 People),"The frequency of internet use by individuals who used the internet from any location in the 3 months prior to data collection.

Internet can be used via a computer, mobile, phone, personal digital assistant, games machine, digital TV, etc.",
TR_NRV_RT_PS,Road Indicators-Registered Vehicles,Mode-specific vehicle registrations refer to the number of newly (first-time) registered vehicles recorded by the authorities. This publication reports cumulative number of vehicle registrations.,
TR_ERTD_RT_PS,"Estimated Road Traffic Deaths, Total","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
